budget_id,area_sqm,tier,line_item,amount_cny,calc_basis,source_nature,source_refs,assumption_flag,notes
CX_500_高端型_0332,500,高端型,门头招牌,35000,门头灯箱/发光字档位,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0333,500,高端型,软装装饰,24000,500×40×软装系数1.2,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0334,500,高端型,软件系统,20000,排课/家校/收银SaaS首年,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0335,500,高端型,开业耗材,5000,清洁/办公/一次性开业包,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0336,500,高端型,房租押金,30000,按中位大面积租金假设30元/㎡/月×500㎡×押2个月；锚large_space_rent_samples中位≈32.5与v2≈30.6,model_assumption,large_space_rent_samples;local_rent_2026,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0337,500,高端型,转让费预备,100000,经济型假设空铺0；标准/高端预留面议转让,model_assumption,RENT_* transfer_fee多面议,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0338,500,高端型,加盟费(单列不计入装修),200000,加盟费单独列示，绝不混入装修小计；经济/标准按直营0；高端示例列20万brand_claim量级,brand_claim,REN贝尔加盟18-60万量级仅作高端示例,brand_claim,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0339,500,高端型,开业人工(筹备期),16000,筹备4人×1月×4000；锚labor_cost_2026老师区间,derived_from_sample,labor_cost_2026,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0340,500,高端型,开业营销,40000,地推/体验课/物料,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0341,500,高端型,预备金(15%),211373,对装修+设备+开办核心小计1409152×15%；不含押金/转让/加盟费,model_assumption,Issue要求10-15%,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_TOTAL,500,高端型,合计(含押金转让加盟预备金),1950525,核心(装修设备开办)≈1409152+预备金211373+押金30000+转让100000+加盟200000,model_assumption,sum,model_assumption,加盟费200000已单列可剥离；装修相关核心(不含押金转让加盟预备)≈1409152
